Year,Vessel,Main_series,Calendarday,Date,Fish_No,Station_No,Gear,Pos_Lat_Dec,Pos_Long_Des,Fish_Length,Fish_Weight,Fish_Ovary,Fish_Liver,Fish_Viscera,Sex,Code,Fish_Maturity,Fish_Comment,Oto_Age,Oto_Spawnings,Oto_Spawn_Age,Oto_Type,Oto_Edge,Oto_Readab,Oocyte_Stage,Ooc_Mean_Dia,Ooc_SD,Ooc_Mean_95,Ooc_CI_Perc,Ooc_Max,Ooc_Min,Ooc_N,Ooc_Lc_Mean,Ooc_Lc_SD,Ooc_NG,Atres_Samp,Atres_N,Atres_Int,Atres_Slide,Atres_Tot_C,Capelin_Aug,Cod_SSB,Kola_Sep_Nov,Kola_Nov_Feb,Kola_Sep_Feb,Kola_Year,Fec_Mill,Fulton_K,Ln_Fec,Ln_K,Ln_Weight,Ln_Length,Ln_Ooc_Diam
2000,Andenes,Y,74,3/14/00,22,,Gillnet,,,86,5900,668,546,200,F,1,,,9,1,8,5,4,1,v,717.66,103.51,20.7,2.88,879.08,460.46,100,856,10.98,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.77975581,0.928,1.02236309,-0.0752,8.68270763,4.4543473,6.57599592
2000,Andenes,Y,74,3/14/00,23,,Gillnet,,,87,6715,828,477,322,F,1,,,9,0,9,5,4,1,v,733.27,86.84,17.37,2.37,914.88,575.43,100,872.22,19.71,,,,,,,2580,249,5.03,4.78,4.88,4.23,3.25108665,1.02,1.17898929,0.0195,8.81209911,4.46590812,6.59751398
2000,Andenes,Y,74,3/14/00,24,,Gillnet,,,68,2730,168,163,104,F,1,,,6,0,6,5,4,1,v,623.49,53.02,10.6,1.7,722.35,495.55,100,705.19,9.81,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.02206952,0.868,0.021829513,-0.1413,7.91205689,4.21950771,6.43533273
2000,Andenes,Y,74,3/14/00,25,,Gillnet,,,81,4615,406,516,171,F,1,,,11,4,7,5,4,1,v,569.49,68.9,13.78,2.42,677.55,385.63,100,664.52,10.22,,A,2,2,7,197,2580,249,5.03,4.78,4.88,4.23,3.15445504,0.868,1.14881575,-0.1411,8.43706715,4.39444915,6.34474122
2000,Andenes,Y,74,3/14/00,26,,Gillnet,,,78,4640,356,275,284,F,1,,,9,0,9,5,4,1,v,681.62,46.34,9.27,1.36,765.63,569.65,100,748.21,10.89,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.70253679,0.978,0.532119368,-0.0225,8.44246965,4.35670883,6.52447232
2000,Andenes,Y,74,3/14/00,27,,Gillnet,,,89,5395,539,149,203,F,1,,,10,1,9,5,4,1,v,776.95,49.42,9.88,1.27,870.23,615.62,100,853.12,9.08,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.81024876,0.765,0.593464272,-0.2675,8.59322788,4.48863637,6.655376
2000,Andenes,Y,74,3/14/00,28,,Gillnet,,,90,5915,749,299,285,F,1,,,10,2,8,5,4,1,v,654.4,78.15,15.63,2.39,797.73,467.12,100,774.52,12.61,,A,5,3,8,161,2580,249,5.03,4.78,4.88,4.23,3.99867141,0.811,1.38596216,-0.209,8.68524678,4.49980967,6.48371879
2000,Andenes,Y,74,3/14/00,29,,Gillnet,,,82,5275,433,297,309,F,1,,,9,1,8,5,4,1,v,659.38,116.52,23.3,3.53,841.59,416.88,100,815.79,15.21,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.26481171,0.957,0.817491625,-0.0443,8.57073396,4.40671925,6.4913
2000,Andenes,Y,74,3/14/00,30,,Gillnet,,,77,4310,468,263,140,F,1,,,9,0,9,5,4,1,s,862.97,99.38,19.88,2.3,1057.66,220.17,100,980.84,31.36,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.18377251,0.944,0.168706381,-0.0576,8.36869318,4.34380542,6.76037993
2000,Andenes,Y,74,3/14/00,31,,Gillnet,,,80,4995,686,553,153,F,1,,,8,1,7,5,4,6,v,757.39,68.2,13.64,1.8,866.6,461.98,100,856.52,8.75,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.46815296,0.976,0.903470081,-0.0247,8.51619269,4.38202663,6.62987831
2000,Andenes,Y,74,3/14/00,32,,Gillnet,,,85,5110,306,185,202,F,1,,,8,0,8,5,4,1,v,655.51,78.63,15.73,2.4,750.69,149.3,100,742.39,4.9,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.62617786,0.832,0.48623239,-0.1838,8.53895468,4.44265126,6.48541356
2000,Andenes,Y,74,3/14/00,34,,Gillnet,,,77,3835,443,452,150,F,1,,,9,1,8,3,4,1,v,599.82,88.05,17.61,2.94,755.44,391.18,100,730.4,11.37,,A,1,1,10,160,2580,249,5.03,4.78,4.88,4.23,2.99197504,0.84,1.09593372,-0.1743,8.25192471,4.34380542,6.39662961
2000,Andenes,Y,74,3/14/00,35,,Gillnet,,,77,4290,326,246,134,F,1,,,9,0,9,5,4,1,v,720.69,52.95,10.64,1.48,805.59,562.13,99,796.13,5.79,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.34124293,0.94,0.293596744,-0.0622,8.36404201,4.34380542,6.58020909
2000,Andenes,Y,74,3/14/00,36,,Gillnet,,,90,5590,283,192,192,F,1,,,9,2,7,4,4,1,v,577.52,85.57,17.11,2.96,685.61,148.69,100,671.38,10.28,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.11722124,0.767,0.750104493,-0.2655,8.62873457,4.49980967,6.35874307
2000,Andenes,Y,74,3/14/00,37,,Gillnet,,,92,6920,614,399,222,F,1,,,10,2,8,5,4,1,v,670.2,61.58,12.32,1.84,782.11,506.62,100,760.88,13.03,,,,,,,2580,249,5.03,4.78,4.88,4.23,3.0734575,0.889,1.12280315,-0.118,8.84217105,4.52178858,6.50757618
2000,Andenes,Y,74,3/14/00,38,,Gillnet,,,81,4405,556,183,141,F,1,,,9,1,8,5,4,1,v,806.87,68.16,13.63,1.69,924.84,612.87,100,904.89,13.01,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,1.68622662,0.829,0.522493263,-0.1877,8.39049554,4.39444915,6.69316256
2000,Andenes,Y,74,3/14/00,39,,Gillnet,,,81,4205,343,363,141,F,1,,,9,1,8,5,4,1,v,672.69,75.79,15.16,2.25,799.49,437.89,100,772.85,11.54,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.69982605,0.791,0.530525922,-0.2341,8.34402957,4.39444915,6.5112846
2000,Andenes,Y,74,3/14/00,40,,Gillnet,,,74,3935,252,164,146,F,1,,,7,0,7,4,4,1,v,588.87,58.32,11.66,1.98,685.63,444.53,100,668.76,7.84,,A,18,11,6,164,2580,249,5.03,4.78,4.88,4.23,1.78878797,0.971,0.581538279,-0.0294,8.27766616,4.30406509,6.37820545
2000,Andenes,Y,74,3/14/00,41,,Gillnet,,,76,4160,452,197,165,F,1,,,7,0,7,5,4,1,v,797.26,68.38,13.68,1.72,916.04,633.65,100,891.54,11.59,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,1.41588926,0.948,0.347757786,-0.0538,8.33327035,4.33073334,6.68118085
2000,Andenes,Y,74,3/14/00,42,,Gillnet,,,77,4230,654,163,336,F,1,,,9,1,8,5,4,1,s,813.18,48.53,9.71,1.19,895.75,691.55,100,886.79,6.83,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.94215762,0.927,0.66379953,-0.0763,8.34995727,4.34380542,6.70095249
2000,Andenes,Y,74,3/14/00,43,,Gillnet,,,89,6855,935,630,218,F,1,,,8,1,7,4,4,1,v,744.8,74.46,14.89,2,854.22,462.27,100,828.73,16.29,,,,,,,2580,249,5.03,4.78,4.88,4.23,3.51977816,0.972,1.25839796,-0.028,8.83273359,4.48863637,6.61311573
2000,Andenes,Y,74,3/14/00,44,,Gillnet,,,75,3410,255,121,111,F,1,,,8,1,7,5,4,1,v,683.16,58.42,11.68,1.71,801.7,547.21,100,774,13.38,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.21210545,0.808,0.192358889,-0.2128,8.13446757,4.31748811,6.52672909
2000,Andenes,Y,74,3/14/00,45,,Gillnet,,,84,4940,499,251,162,F,1,,,9,1,8,5,4,1,v,687.2,93.79,18.76,2.73,878.37,387.89,100,818.88,25.85,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.33446208,0.833,0.847781492,-0.1822,8.50512061,4.4308168,6.53262537
2000,Andenes,Y,74,3/14/00,46,,Gillnet,,,78,4530,297,300,277,F,1,,,8,0,8,5,4,1,v,622.18,73.27,14.65,2.36,723.95,152.84,100,704.86,10.35,,A,12,8,5,160,2580,249,5.03,4.78,4.88,4.23,1.8171631,0.955,0.597276549,-0.0465,8.41847722,4.35670883,6.43322944
2000,Andenes,Y,74,3/14/00,47,,Gillnet,,,99,8300,645,475,310,F,1,,,10,1,9,5,4,1,v,663.76,73.63,14.73,2.22,786.55,462.98,100,756.78,14.05,,,,,,,2580,249,5.03,4.78,4.88,4.23,3.3139091,0.855,1.19812849,-0.1562,9.02401079,4.59511985,6.49792064
2000,Andenes,Y,74,3/14/00,48,,Gillnet,,,85,5385,376,422,218,F,1,,,7,0,7,5,4,1,v,583.6,76.35,15.27,2.62,715.65,409.7,100,691.78,14.45,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,2.73455942,0.877,1.00597033,-0.1314,8.59137259,4.44265126,6.36921582
2000,Andenes,Y,74,3/14/00,49,,Gillnet,,,75,4060,363,326,123,F,1,,,6,0,6,5,4,1,v,656.11,92.59,18.52,2.82,816.84,448.3,100,796.48,11.55,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.92433392,0.962,0.654579892,-0.0384,8.30893825,4.31748811,6.48632846
2000,Andenes,Y,74,3/14/00,50,,Gillnet,,,73,4150,386,344,108,F,1,,,6,0,6,1,5,4,v,598.11,120.15,24.03,4.02,851.51,247.52,100,791.84,26.9,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.6271763,1.067,0.965909619,0.0647,8.33086361,4.29045944,6.39377468
2000,Andenes,Y,74,3/14/00,51,,Gillnet,,,84,4835,320,369,160,F,1,,,8,0,8,5,4,1,v,626.21,87.78,17.56,2.8,777,406.96,100,750.17,15.09,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.92405183,0.816,0.654433291,-0.2036,8.48363641,4.4308168,6.43968578
2000,Andenes,Y,74,3/14/00,52,,Gillnet,,,82,4535,378,392,170,F,1,,,8,0,8,5,4,1,v,731.43,78.5,15.7,2.15,865.91,557.08,100,851.89,12.3,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.49429419,0.822,0.401653982,-0.1954,8.41958036,4.40671925,6.59500152
2000,Andenes,Y,74,3/14/00,53,,Gillnet,,,83,5465,428,742,203,F,1,,,9,2,7,5,4,1,v,613.76,75.37,15.07,2.46,740.07,455.62,100,726.59,9.35,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.71680448,0.956,0.999456366,-0.0452,8.6061194,4.41884061,6.41960397
2000,Andenes,Y,74,3/14/00,54,,Gillnet,,,87,5420,554,239,208,F,1,,,8,0,8,5,4,1,v,727.63,88.51,17.7,2.43,839.06,154.67,100,830.17,5.96,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.22106843,0.823,0.797988355,-0.1947,8.59785109,4.46590812,6.58979268
2000,Andenes,Y,74,3/14/00,55,,Gillnet,,,84,5890,581,532,263,F,1,,,8,0,8,5,4,1,v,687.35,67.25,13.45,1.96,833.91,527.72,100,791.52,18.15,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.71647984,0.994,0.999336866,-0.0063,8.68101128,4.4308168,6.53284362
2000,Andenes,Y,74,3/14/00,56,,Gillnet,,,85,5315,299,387,217,F,1,,,9,0,9,5,4,1,v,688.56,46.87,9.37,1.36,775.65,581.57,100,758.94,9.61,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.3913588,0.865,0.330280824,-0.1445,8.57828829,4.44265126,6.53460246
2000,Andenes,Y,74,3/14/00,57,,Gillnet,,,101,11900,1082,763,688,F,1,,,10,1,9,5,4,1,v,627.49,99.65,19.93,3.18,788.75,422.82,100,767.74,12.38,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,6.46993118,1.155,1.86716547,0.1441,9.38429368,4.61512052,6.44172773
2000,Andenes,Y,74,3/14/00,58,,Gillnet,,,63,2235,191,57,118,F,1,,,7,1,6,1,4,4,v,622.88,64.55,12.91,2.07,777.58,375.97,100,723.23,28.66,,A,1,1,6,171,2580,249,5.03,4.78,4.88,4.23,1.16507078,0.894,0.152781841,-0.1122,7.71199651,4.14313473,6.43435388
2000,Andenes,Y,74,3/14/00,59,,Gillnet,,,76,3725,222,270,126,F,1,,,7,1,6,5,4,1,v,571.09,81.47,16.29,2.85,703.87,350.1,100,679.17,14.35,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,1.71183326,0.849,0.537564878,-0.1642,8.22282213,4.33073334,6.34754682
2000,Andenes,Y,74,3/14/00,60,,Gillnet,,,66,2590,196,81,88,F,1,,,6,0,6,5,4,1,v,663.17,96.6,19.32,2.91,811.23,411.32,100,794.91,11.24,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.00943812,0.901,0.009393859,-0.1044,7.85941315,4.18965474,6.49703137
2000,Andenes,Y,74,3/14/00,61,,Gillnet,,,65,2505,190,79,78,F,1,,,7,0,7,5,4,1,v,696.42,66.71,13.34,1.92,827.75,558.29,100,798.94,17.17,,,,,,,2580,249,5.03,4.78,4.88,4.23,0.85745641,0.912,-0.153784935,-0.0919,7.82604401,4.17438727,6.54595293
2000,Andenes,Y,74,3/14/00,62,,Gillnet,,,93,6805,502,310,524,F,1,,,9,1,8,5,4,1,v,698.95,58.23,11.65,1.67,803.47,567.75,100,783.11,11.41,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.243417,0.846,0.80800015,-0.1672,8.82541292,4.53259949,6.54957921
2000,Andenes,Y,74,3/14/00,63,,Gillnet,,,88,6815,863,294,211,F,1,,,10,1,9,5,4,1,v,691.04,69.05,13.81,2,805.1,501.25,100,792.21,8.52,,,,,,,2580,249,5.03,4.78,4.88,4.23,3.97706763,1,1.38054477,0,8.82688134,4.47733681,6.53819771
2000,Andenes,Y,74,3/14/00,64,,Gillnet,,,77,3940,387,210,160,F,1,,,7,0,7,4,4,1,v,625.57,87.03,17.41,2.78,743.09,439.58,100,732.9,7.08,,A,1,1,7,153,2580,249,5.03,4.78,4.88,4.23,2.33333332,0.863,0.847297855,-0.1473,8.278936,4.34380542,6.43866323
2000,Andenes,Y,74,3/14/00,65,,Gillnet,,,79,3720,182,210,145,F,1,,,9,1,8,5,4,1,v,547.6,56.63,11.33,2.07,653.24,388.79,100,635.45,9.54,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.57192162,0.755,0.452298833,-0.2817,8.22147895,4.36944785,6.30554509
2000,Andenes,Y,74,3/14/00,66,,Gillnet,,,79,4260,326,235,154,F,1,,,7,0,7,4,4,1,v,685.92,48.16,9.63,1.4,801,563.15,100,768.77,18.37,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.532816,0.864,0.427106567,-0.1461,8.35702444,4.36944785,6.530761
2000,Andenes,Y,74,3/14/00,67,,Gillnet,,,66,2435,245,144,76,F,1,,,7,0,7,5,4,1,v,725.64,61.55,12.31,1.7,879.52,517.49,100,822.69,24.8,,,,,,,2580,249,5.03,4.78,4.88,4.23,0.989531422,0.847,-0.010523759,-0.1661,7.79770204,4.18965474,6.58705402
2000,Andenes,Y,74,3/14/00,68,,Gillnet,,,70,3565,240,363,333,F,1,,,7,1,6,5,4,1,v,668.12,73.75,14.75,2.21,806.22,298.68,100,771.72,17.59,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.21147638,1.039,0.191839765,0.0386,8.17891933,4.24849524,6.5044678
2000,Andenes,Y,74,3/14/00,69,,Gillnet,,,105,12400,1543,781,586,F,1,,,7,0,7,1,4,1,v,683.93,77,15.4,2.25,847.44,509.13,100,799.4,20.36,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,7.31215257,1.071,1.9895377,0.0687,9.42545175,4.65396035,6.52785557
2000,Andenes,Y,74,3/14/00,70,,Gillnet,,,66,2595,270,157,77,F,1,,,7,0,7,5,4,1,v,771.25,108.74,21.75,2.82,900.91,371.62,100,886.37,13.12,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,0.925012434,0.903,-0.077948099,-0.1025,7.8613418,4.18965474,6.64801258
2000,Andenes,Y,74,3/14/00,71,,Gillnet,,,101,10350,1378,297,389,F,1,,,9,1,8,5,4,1,v,757.34,77.48,15.5,2.05,881.77,552.43,100,856.5,13.37,,A,0,0,10,150,2580,249,5.03,4.78,4.88,4.23,4.95877708,1.005,1.60115915,0.0046,9.2447418,4.61512052,6.62981229
2000,Andenes,Y,74,3/14/00,72,,Gillnet,,,98,8800,684,457,289,F,1,,,10,1,9,5,4,1,v,583.99,89.65,17.93,3.07,719.76,325.55,100,691.42,15.88,,A,1,1,6,158,2580,249,5.03,4.78,4.88,4.23,4.96560624,0.935,1.60253539,-0.0672,9.082507,4.58496748,6.36988386
2000,Andenes,Y,74,3/14/00,73,,Gillnet,,,85,5285,679,225,168,F,1,,,9,0,9,5,4,1,v,756.2,73.69,14.74,1.95,873.95,530.83,100,858.49,9.44,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,2.45336148,0.861,0.897459117,-0.1502,8.5726279,4.44265126,6.62830589
2000,Andenes,Y,74,3/14/00,74,,Gillnet,,,91,6515,484,397,225,F,1,,,10,1,9,5,4,1,v,608.51,66.35,13.27,2.18,704.24,190,100,677.77,10.41,,,,,,,2580,249,5.03,4.78,4.88,4.23,3.14436753,0.865,1.14561277,-0.1455,8.78186249,4.51085951,6.41101335
2000,Andenes,Y,74,3/14/00,75,,Gillnet,,,96,7450,692,432,323,F,1,,,10,2,8,5,4,1,v,595.53,59.46,11.89,2,712.44,443.66,100,687.76,11.06,,,,,,,2580,249,5.03,4.78,4.88,4.23,4.76515509,0.842,1.56133008,-0.1719,8.91596931,4.56434819,6.38945177
2000,Andenes,Y,74,3/14/00,76,,Gillnet,,,83,5500,1187,195,205,F,1,,,9,1,8,5,4,1,s,820.77,63.57,12.71,1.55,970.71,638.19,100,927.22,18.89,,,,,,,2580,249,5.03,4.78,4.88,4.23,3.43766477,0.962,1.23479239,-0.0388,8.61250337,4.41884061,6.71024292
2000,Andenes,Y,74,3/14/00,77,,Gillnet,,,69,2950,248,135,160,F,1,,,6,0,6,5,4,1,v,739.41,47.53,9.51,1.29,822.61,596.98,100,810.94,8.68,,,,,,,2580,249,5.03,4.78,4.88,4.23,0.952077062,0.898,-0.0491093,-0.1076,7.98956045,4.2341065,6.60585257
2000,Andenes,Y,74,3/14/00,78,,Gillnet,,,88,5200,448,169,220,F,1,,,8,0,8,4,4,1,v,655.58,111.9,22.38,3.41,790.59,148.24,100,742.82,22.51,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.3801231,0.763,0.867152209,-0.2704,8.5564139,4.47733681,6.48552034
2000,Andenes,Y,74,3/14/00,79,,Gillnet,,,82,4830,447,148,166,F,1,,,10,2,8,5,4,1,v,742.75,48.3,9.66,1.3,863.63,591.21,100,817.35,19.43,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.69528658,0.876,0.5278518,-0.1324,8.48260175,4.40671925,6.61035951
2000,Andenes,Y,74,3/14/00,80,,Gillnet,,,72,3140,189,111,102,F,1,,,8,0,8,5,4,1,v,731.35,59.39,11.88,1.62,834,592.84,100,819.97,8.71,,,,,,,2580,249,5.03,4.78,4.88,4.23,0.747367781,0.841,-0.291197871,-0.1729,8.05197808,4.27666612,6.59489214
2000,Andenes,Y,74,3/14/00,81,,Gillnet,,,69,2800,269,114,95,F,1,,,8,1,7,5,4,1,v,722.13,95.72,19.14,2.65,835.8,166.62,100,824.76,6.78,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.1007825,0.852,0.096021291,-0.1598,7.9373747,4.2341065,6.58220518
2000,Andenes,Y,74,3/14/00,82,,Gillnet,,,75,3390,318,110,112,F,1,,,8,0,8,5,4,1,v,729.68,52.97,10.59,1.45,833.03,601.38,100,808.43,11.91,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.26526155,0.804,0.23527886,-0.2187,8.1285852,4.31748811,6.59260608
2000,Andenes,Y,74,3/14/00,83,,Gillnet,,,66,2560,201,162,86,F,1,,,7,0,7,4,4,1,v,782.13,121.09,24.22,3.1,901.09,156.96,100,884.78,11.55,,,,,,,2580,249,5.03,4.78,4.88,4.23,0.663061318,0.89,-0.410887807,-0.116,7.84776254,4.18965474,6.66202097
2000,Andenes,Y,74,3/14/00,84,,Gillnet,,,72,3410,398,264,149,F,1,,,8,0,8,5,4,5,v,758.79,71.7,14.41,1.9,867.62,550.44,99,848.19,9.76,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.42483817,0.914,0.354058242,-0.0904,8.13446757,4.27666612,6.63172506
2000,Andenes,Y,74,3/14/00,85,,Gillnet,,,66,2920,235,562,152,F,1,,,6,1,5,1,4,1,v,357,37.05,7.41,2.08,432.5,279.91,100,423.6,7.72,,A,12,6,4,188,2580,249,5.03,4.78,4.88,4.23,6.44279723,1.016,1.8629628,0.0155,7.9793389,4.18965474,5.87773578
2000,Andenes,Y,74,3/14/00,86,,Gillnet,,,58,2010,116,129,100,F,1,,,5,0,5,2,4,1,v,489.52,86.49,17.3,3.53,629.86,296.82,100,597.33,20.72,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,1.35609022,1.03,0.304605721,0.0297,7.60589,4.06044301,6.19342532
2000,Andenes,Y,74,3/14/00,87,,Gillnet,,,76,3720,297,265,130,F,1,,,7,0,7,4,4,1,v,676.38,87.47,17.49,2.59,830.69,175.06,100,785,23.99,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.45028111,0.847,0.371757407,-0.1656,8.22147895,4.33073334,6.51675505
2000,Andenes,Y,74,3/14/00,88,,Gillnet,,,70,2930,372,149,98,F,1,,,7,0,7,5,4,1,v,733.76,55.46,11.09,1.51,838.95,604.76,100,818.18,9.65,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,1.45800104,0.854,0.377066347,-0.1576,7.9827577,4.24849524,6.598182
2000,Andenes,Y,74,3/14/00,89,,Gillnet,,,76,4215,346,148,175,F,1,,,7,1,6,1,4,1,v,637.19,51.39,10.28,1.61,736.17,506.35,100,720.52,7.8,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,1.98500093,0.96,0.685619383,-0.0406,8.34640487,4.33073334,6.45706788
2000,Andenes,Y,74,3/14/00,90,,Gillnet,,,70,3740,301,181,143,F,1,,,6,0,6,2,4,1,v,522.78,98.73,19.75,3.78,693.95,315.54,100,676.44,14.92,,A,26,17,5,150,2580,249,5.03,4.78,4.88,4.23,2.94656534,1.09,1.0806402,0.0865,8.22684089,4.24849524,6.25916073
2000,Andenes,Y,74,3/14/00,91,,Gillnet,,,57,1595,118,59,50,F,1,,,6,0,6,5,4,1,v,634.98,49.28,9.86,1.55,723.75,510.96,100,708.13,7.58,,A,7,4,7,172,2580,249,5.03,4.78,4.88,4.23,0.683346015,0.861,-0.380753937,-0.1494,7.37462902,4.04305127,6.4535935
2000,Andenes,Y,74,3/14/00,92,,Gillnet,,,64,2460,190,164,82,F,1,,,6,0,6,4,4,1,v,701.1,70.25,14.05,2,815.62,151.28,100,778.53,17.66,,,,,,,2580,249,5.03,4.78,4.88,4.23,0.842089931,0.938,-0.171868464,-0.0636,7.80791663,4.15888308,6.55265053
2000,Andenes,Y,74,3/14/00,93,,Gillnet,,,50,1185,98,24,52,F,1,,,6,1,5,1,4,1,v,698.56,46.09,9.22,1.32,771.25,593.81,100,761.01,5.91,,,,,,,2580,249,5.03,4.78,4.88,4.23,0.438618386,0.948,-0.824125524,-0.0534,7.07749805,3.91202301,6.54902107
2000,Andenes,Y,74,3/14/00,94,,Gillnet,,,80,3850,369,250,141,F,1,,,8,0,8,5,4,1,v,815.43,52.76,10.55,1.29,973.24,689.32,100,908.58,29.95,,A,0,0,11,150,2580,249,5.03,4.78,4.88,4.23,1.08765986,0.752,0.084028471,-0.2851,8.25582843,4.38202663,6.70371558
2000,Andenes,Y,74,3/14/00,95,,Gillnet,,,71,3030,210,85,116,F,1,,,8,0,8,5,4,1,v,670.32,53.81,10.82,1.61,775.02,556.82,99,758.02,9.67,,,,,,,2580,249,5.03,4.78,4.88,4.23,1.05067452,0.847,0.049432358,-0.1666,8.0163179,4.26267988,6.50775521
2000,Andenes,Y,74,3/14/00,96,,Gillnet,,,65,3460,297,327,150,F,1,,,5,0,5,1,4,1,v,592.06,99.4,19.88,3.36,724.58,146.94,100,708.84,8.23,,,,,,,2580,249,5.03,4.78,4.88,4.23,2.0776854,1.26,0.731254486,0.231,8.14902387,4.17438727,6.38360798
1999,GOS,N,42,2/11/99,1,80,Trawl,71.283,25.918,114,16500,1000,785,110,F,1,2,,11,1,10,5,4,1,v,645.78,45.51,9.1,1.41,729.2,509.88,100,714.3,9.87,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,5.53327672,1.114,1.71078018,0.1077,9.71111566,4.73619845,6.47045889
1999,GOS,N,42,2/11/99,2,80,Trawl,71.283,25.918,73,3285,150,245,145,F,1,2,,7,0,7,5,4,1,v,559.56,60.77,12.15,2.17,667.88,410.45,100,651.55,8.84,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,1.22212621,0.844,0.200592137,-0.1691,8.09712193,4.29045944,6.32715076
1999,GOS,N,42,2/11/99,2,79,Trawl,71.21,24.972,87,6315,71.8,385,445,F,1,4,,8,1,7,5,4,1,ca,,,,,,,,,,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,,0.959,,-0.0419,8.75068303,4.46590812,
1999,GOS,N,42,2/11/99,3,80,Trawl,71.283,25.918,80,4460,175,285,220,F,1,2,,8,1,7,5,4,1,v,500.17,69.21,13.84,2.77,611.99,333.18,100,602.49,5.81,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,1.93032843,0.871,0.657690159,-0.138,8.40290405,4.38202663,6.21494804
1999,GOS,N,42,2/11/99,4,80,Trawl,71.283,25.918,78,3860,210,120,185,F,1,2,,8,1,7,5,4,1,v,572.76,78.55,15.71,2.74,707.26,393.06,100,689.75,11.73,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,1.6065855,0.813,0.474111119,-0.2065,8.25842246,4.35670883,6.35046678
1999,GOS,N,42,2/11/99,4,79,Trawl,71.21,24.972,99,10055,600,515,850,F,1,2,,9,1,8,5,4,1,v,522.69,74.28,14.86,2.84,645.48,304.44,100,618.69,12.63,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,5.87628321,1.036,1.77092445,0.0356,9.2158253,4.59511985,6.25898855
1999,GOS,N,42,2/11/99,5,80,Trawl,71.283,25.918,62,2200,135,170,115,F,1,2,,6,0,6,5,4,1,v,589.25,65.8,13.16,2.23,709.15,438.32,100,687.01,10.62,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,0.956611631,0.923,-0.044357789,-0.08,7.69621264,4.12713439,6.37885054
1999,GOS,N,42,2/11/99,6,80,Trawl,71.283,25.918,77,4165,290,255,200,F,1,2,,8,1,7,5,4,1,v,608.41,107.9,21.58,3.55,794.34,338.15,100,760.41,15.26,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,1.88485808,0.912,0.633852529,-0.0918,8.33447155,4.34380542,6.410849
1999,GOS,N,42,2/11/99,7,79,Trawl,71.21,24.972,59,1975,175,100,80,F,1,2,,6,0,6,5,4,1,v,558.38,108.92,21.78,3.9,736,330.99,100,713.55,16.07,,,,,,,1860,297.54,4.55,4.07,4.25,3.64,1.43396393,0.962,0.360442588,-0.0391,7.58832368,4.07753744,6.32503973
